,appliance,footprint
336,Projector,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.
  0.  2. -1.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  1. -1.  0.
  0.  0.  1.  0. -1.  0.  0.  0. -1.  1.  0.  0. -1.  1. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.
  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.
 -1.  1.  0.  0.  0.  0. -1.  0.  1.  0. -1.  1. -1.  0.  0.  1.  0.  0.
 -1.  0.  1.  0. -1.  1. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1. -1.  0. -1.  1.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.
  0.  1. -1.  0.  0.  0. -1. 17.]"
337,Projector,[ 1.  8. 18. 14.]
338,Projector,"[  9. -19.  38.   2. -43.  17.  26. -15.   4.  -2.  12. -13.  11.   2.
  -1.  -5.   5.   0. -16.  17.  -3.  -9.  11.]"
339,Projector,[45.]
340,Projector,[]
341,Projector,"[  1.  -1.   0.  -7.   7.   0.   0.   0.  -1.   4.  19.  23.   1.   0.
  -1.   1.   0.   0. -12. -14.]"
342,Projector,[]
343,Projector,[ -1. -23.  22.   0.   2.  -2. -34.  -4.  38.]
344,Projector,[-20.  11.  -5.  18.  11.]
345,Projector,[6. 0.]
346,Projector,"[24. -1.  0.  0.  3. 19. 23.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  1. -1.  0.  0.  1. -1.  0.  0.
  0.  1. -1.  0.  0. -1.  0.  0.  1.  0.  0.  0. -1.  0.  1.  0.  1. -1.
  0.  0.  0.  1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.
  0.  1. -1.]"
347,Projector,[ 23.  15. -25. -12.]
348,Projector,[-1. -5. 33.]
349,Projector,[ 17.   8.  15. -11.  31.   1.   0. -19.  -2.  -2.  33. -17.   0.]
350,Projector,[2.]
351,Projector,[ 1.  0. -1.]
352,Projector,[0.]
353,Projector,[ -1. -15.  15.   0.]
354,Projector,[  0. -17.  27.]
355,Projector,[-13.  15.]
356,Projector,[0.]
357,Projector,[]
358,Projector,[ 22.  -7.  28.  35. -42.]
359,Projector,[ 0.  2. -1.]
360,Projector,[]
361,Projector,"[ 0.  0.  0.  0.  0.  0. -1.  0.  0.  1. -1.  0.  0.  0.  1.  0.  0.  0.
  0. -1.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  1. -1.  1. -1.  1.  0.  1. -2.  1.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  1. -1.  1.  0.  0. -1.  0.  0.
  1. -2.  1.  0.  0.  0.  0.  0. -1.  1. -1.  1.  0. -1.  1. -1.  0.  0.
  1.  0. -2.  2.  0.  0.  0. -1.  1.  0.  0. -1.  0.  0.  1. -1.  0.  0.
  0.  0.  1. -1.  1.  0. -1.  1. -1.  0.  0.  0.  1.  0. -1.  1. -1.  1.
 -1.  1. -1.  1. -1.  1. -1.  1.  0.  0. -1.  1. -1.  1. -1.  1.  0. -1.
  1.  0.  0.  0.  0. -1.  1. -1.  0.  1.  0.  0.  0. -1.  0.  1.  0.  0.
  0.  0. -1.  1.  0.  0.  1. -1. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1. -2.  1.  0.  0.  0. -1.  1. -1.  0.  0.]"
362,Projector,[]
363,Projector,"[ -3.  -1.  -1.   0.   1.  -1.   0.   0.   0.   0.   0.  -1.   0.   0.
   1.   0.   0.   0.   0.  -1.   1.   2.  18. -18.  19.  -4.   5.   0.
  -1.   1.   0.   0.  -1.  -1.   1.   0.   0.   0.   0.   1.   0.  -1.
   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.  -1.   1.   0.]"
364,Projector,[]
365,Projector,[]
366,Projector,"[ -1.   0.   0.   0.   0.   1.  -1.   0.  -1.   1.   0.   0.   0.   0.
  -1.   0.   0.   0.   1.   0.   1.   0.  -1.   1.   0.   0.   0.   0.
  -1.   0.   1.  -1.   1.   0.  -1.  -4.   2.   2.   1.  -4.  -1.   3.
   1.   0.   0.   1.  -1.   1.  -1.   0.   0.   0.   0.   0.   0.   0.
   1.   0.  -1.   0.   1.   0.  -1.   1.   0.   0.  -1.   0.   0.   0.
   0.   0. -21.  19.   0.   2.   0.   1.  -1.   1.   0.   0.   0.  -1.
   0.   0.   0.   0.   0.   1.  -1.   0.  -4.   2.   2.   0.   0.  -2.
   1.   2.  -1.   0.   1.   0.  -2.  -3.   2.   2. -11.  10.   1.   0.
   1.   0.   0.   0.  -1.   0.   0.   0.   0.   0.   1.   0.  -1.   0.
   0.   0.   0.  -1.  -2.   2.   1.   0.   0.   0.   1.   0.   0.  -1.
   0.   0.   0.   0.   0.   1.  -1.   0.   0.  -5.   3.   2.   0.   0.
   0.   0.  -1.  -1.   2.   0.   0.   0. -31.   7.  25.  -1.   1.   0.
   0.  -1.  -8.  -9.   8.   5.   3.   1.   1.  -1.   1.]"
367,Projector,[-26.  25. -36.  36.]
368,Projector,"[ 36.  18.   0.   1.  -1.   0.   0.   0.   0.   0.   0.   0. -16.  -4.
  20.   0.  -1.   1.]"
369,Projector,[]
370,Projector,[]
371,Projector,[  9.   0.  22.  20. -46.]
372,Projector,"[-14.  -2.  19.   0.  -1.   1.  -1.   9.  28.   9.  -1.   1.   0.   0.
  -2.   1.   1.   0.   0.   0.   0.   0.   0.   0.  -1.   0.   1.   0.
   0.   1.  -1.  -1.   1.   0.   0.   1.  -1.   0.   0.]"
373,Projector,"[16.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.
  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1.  0.  0.  0.  0.  1. -1.  0. -1.  1.  0.  0.  0.  0.  1. -1.  0.
  0.  0.  1. -1.  1. -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  1.  0.
  0. -1.  0.  0.  0.  0.  1.  0.  0. -1.  1. -1.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.  0.  0.  1.]"
374,Projector,[]
375,Projector,"[32.  8.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  2. -1.  0.  1.
 -1.  0.  1.  0. -1.  0.  1. -1.  0.  1. -1.  0.  0.  1. -1. -1.  1.  0.
  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.  1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  1. -2.  1.  0.  0.  0.  1. -1.  0.  0.  0.  0.  1. -1.
  0.  1.  0. -1.  1.  0.  0. -1.  0.  0.  1. -1.  1.  0. -1. -1.  1.  0.
  1.  0. -1.  1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0. -1.  0.  0.  0.  0.  1. -2.  1.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  1.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  1.
  0. -1.  1.  0.  0.  0.  1. -2.  1.  0.  0.  0. -1.  1.  0. -1.  1.  0.
  0. -1.  1.  0. -1.  0.  1.  0.  0.  0. -1.  0.  2.  0. -2.  1.  0.  0.
  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1.  1. -1.  0.  0. -1.  1.
  0. -1.  0.  1.  0. -1.  0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  1.  0.
 -1.  0.  1.  0. -1.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  1.  0.  0.
  0.  0. -1.  1.  0.  0. -1.  0.  0.  1.  0. -1.  0.  0.  1. -1.  0.  0.
  0.  0.  1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  1. -1.  1.  0. -1.  1.
  0.  0. -1.  0.  0.  0.  0.  1.  0. -1.  1. -1.  0.  0.  1.  0.  0.  0.
  0. -1.  1.  1. -1.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0. -1.
  1.  0.  0.  0.  0. -1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  0.  1. -1.  0.  1.  0. -1.  1.  0. -1.  1.  0.  0. -1.  1.
 -1.  1.  0. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
 -1.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0. -1.  1.
 -1.  1.  0.  0.  0. -1.  0.  0.  1.  0.  0.  0. -1.  1.]"
376,Projector,[ 2. 16. 15.]
377,Projector,[1. 3.]
378,Projector,[ 36. -29.  29. -28.   0.  28.   0.]
379,Projector,[  0.   0. -12. -24.  37.  -3.   0.   3.  -1.   1.  24.  19.   2.]
380,Projector,"[ 21. -27.  24.   3. -38.  34.   3.   1. -12.  12.   0.   0.   0.  -1.
 -27.  24. -50.]"
381,Projector,[]
382,Projector,"[  0.   0.  -3.   4.   0.  -1.   0.   0.   0.   0.   0.   1.   0.   0.
  -1.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   0.   1.   0.  -1.
   0.   0.   0.  -1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.  -1.   2.  -1.   1.  -1.   0.   1.  -1.
   1.  -1.   0.   0.   0.   0.   1.   0.   0.  -1.   1.   0.   0.   0.
  -1.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   1.  -1.   0.   1.
  -1.   1.  -1.   0.   0.   1.  -1.   0. -28.  27.   1.   0.   0.   1.
  -1.  -7.   5.   2.   0.   0.   0.   0.  -4.   5.]"
383,Projector,[]
384,Projector,[-40. -34.   4.  32.  37.   0. -16.  16.  -4.   3.   2.]
385,Projector,"[ 1.  0. -1. -3.  3.  1. -1. -2.  2.  0.  0.  0.  1.  0.  0. -1.  1.  0.
  0.  0.  0. -1.  0.  0.  1. -1.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.
  0.  0.  1. -1.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0. -1.  0.  1. -1.
  0.  0.  1.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.
  0.  0.  0.  0.  1. -1.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1. -1.  1.  0.  0.  0. -1.  0.  0.  0.  1. -1.  0.  0.  0.  1.
  0. -1.  1.  0. -1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1. -1.  0.  1. -1.  0.  1.  0. -1.  1. -1.  0.  0.  0.  1.  0. -1.  1.
  0.  0.  0. -1.  0.  0.  0.  1.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  0.  1. -1.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  1.  0.  0.  0. -1.  0.  1.  0.  0. -1.  0.  0.  0.  1.
 -1.  0.  0.  0.  1. -1.  1. -1.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  1.
 -1.  0.  1. -1.  1. -1.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1. -1.  3.
 -1.  0.  0. -1.  0.  1. -1.  0.  0. -1.  1.  1.  0. -1.  0.  0.  1. -1.
  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  1.  0.  0.  0. -1.  0.
  1.  0. -1.  0.  0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  1.
 -1.  1. -1.  1.  0.  0. -1.  1. -1.  0.  0.  1. -1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0. -1.
  1. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.
  0.  1. -1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.
  2. -1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  0.  1.  0. -1.  0.  1. -1.
  1.  0.  0.  0. -1.  0.  0.  0.  0.  1.]"
386,Projector,"[ 5.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0. -1.
  1. -1.  0.  1.  0. -1.  0.  0.  1.  0.  0.  0. -6.  5.  0.  1.  0.  0.
 -1.  1. -1. -1. -4.  5.  1. -1.  1. -1.  0.  0.  1. -4.  4.  0. -1.  0.
  0.  0.  0.  0.  0.  1. -1.  0.  0. -4.  2.  2.  0.  1. -5.  4.  0. -4.
 -4.  8.  1. -2.]"
387,Projector,[ 6. -5.]
388,Projector,"[ -1. -21. -32.  15.  11.   0.  23.  18.  -3. -39.  -6.  25.  13.   6.
  -4.  16.   0. -31.  33.   0.   0.   0. -11.  -1.  11.  -2.   2.  -4.
   4. -13.  13.   2.  20.  19.   1.  -9.  12.  -2.   0.  -1.  -1.   5.
   0.   0.   0.   0.   0.   0.   0. -13.   1.  13. -15.   5.   1.   8.
  -2.   2.  -3.   3.   0.   0.   0.   0.   0.   0.   0.   1.   0.  -1.
   1.  -1.   0.   0.   0.   0.  -1.   1.   0.   0.  -1.   1.   0.   0.
   0.   1.  -1.   0.   0.   0.   1.   0.   0.]"
389,Projector,[]
390,Projector,[ 1. -1.  0.  0.  0. -3.  3.  0.  0.  0.  0.  0. -1.  0.  0.  1.]
391,Projector,[]
392,Projector,[ 22. -42.  39.   5.  -2.   1.  -3.  -4.   7.]
393,Projector,"[  0.  -1.   1.   0. -15.  -4.   2.  -3.  20.   0.   0. -13.   0.  12.
   1.   0.  25.  16.]"
394,Projector,"[-16.  13.   4.  -1.   1.   0. -33.  28.   5.   0.   0.  15. -15.   0.
   0.   0.   0.   0.   0.   1.  -1.   0.   1.   0.  -1.   0.   1.  -1.
   1.   0.  -1.   0.   0.  -4.  -9.  -2.  13.  -6.   5.   1.   2.   1.
   0.   0.  -1.]"
395,Projector,[ 1.  0.  1. -1.  1. -1. -1.]
396,Projector,[ 0. -1.  0.  0. -1. 16.  1.  6. 20. -1.]
397,Projector,[ 0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0. -1.  1.]
398,Projector,[ 1. -2.  2.]
399,Projector,[6.]
400,Projector,"[  3.  12.  11.  -6.  -5.  -5.  12.  10. -16.  23.   0.   0.   0.  13.
  28.   4.   0.   0.   0.   1.   0.   0.   0.  -1.   1.   0.   0.   0.
 -45.   0.]"
401,Projector,[]
402,Projector,[-24.  24. -23.   0.  18.  -5.  -9.   8.  -5. -10.  14.   2.  10.]
403,Projector,[2.]
404,Projector,[-1.  1.  0. 18. 26.  2.  0. -1.  0.  1. -5.  4. -1.  1.  1.  0. -1.]
405,Projector,[  0.   0.  14. -14.  -1.   1.   0.   0.  -2.   2.]
406,Projector,[-1.  1.  0.  0. -2.]
407,Projector,[17.  0.  0. -7.  5.  2.]
408,Projector,[ -1. -10.  -3.]
409,Projector,"[  1.  -1.   1.   0.   0.   0.   0.   0.  -2. -31.  31.   3. -18.  16.
   0. -28.  30.  -4.]"
410,Projector,"[-16.   0.  39. -34.  39.  -1.   0.   0.   0.   0.  -2.  -1.   4.   0.
  -1.   0.   0.   1.  -1.   0.   1.  -1.   0.   1.  -1.   0.  -3.   4.
  -1.  -4.   4.   0.   1.   0.]"
411,Projector,"[  3.  -3.   3.   0.   1.  -1.   1.   0.  -1.  -4.  -4.   9.  -8.   7.
   0.   1.   0.  -4.   3.  -3.   3.   0. -16.  16.   0. -29.  26.   4.
 -10.  -6. -43.  29.  -1. -24.  -4.   8.  41.   6.   3.   0. -29.  22.
   6.   0. -28.  29.   0.   0.   1. -30.  28.  -3.   5.]"
412,Projector,[ -1.   1.  -1.   0.   0.   0. -14.  14.   1.   0.   0.   0.]
413,Projector,"[  1.  -1.  -3. -28.  30.  -7.  -8. -28.  38.   0. -24.  28.  -1.   1.
   3.   0. -30.  -4.  32.  -1.   0. -27.  21.   9.   0.]"
414,Projector,"[ 15.  -1.   7.  -2.   1. -20.  12.   9.   0.  -1.   1.   0.   0.   0.
  -1.   0.  -3.   1.  -3. -26.  -1.  32.]"
415,Projector,[]
416,Projector,[28.]
417,Projector,"[ -4.   3. -32.  32.   1.  -1.   0.   1.  -1.   1.   0.  -1.   0.   1.
   0.  -1.   1. -16.  16. -40.  37.   2.   0.   1.]"
418,Projector,"[33.  6.  0. -1.  0.  0. -1.  1. -1.  1. -9.  9.  0. -1.  0. -1.  2. -3.
  0.]"
419,Projector,[-20.   2.  25. -25.   0.  -5.  27.  20.   1. -31.   6.   5.]
420,Projector,[12. -5. -1.  0.]
421,Projector,[ -4.  16. -10.   1.]
422,Projector,[-8.]
423,Projector,"[  4.   1.   5.   6. -34.  19. -33.  45.   5.  -3.   2. -12.  13.   0.
   0.   0.  -3.   4.   0.  -1.   0.   0.  -2. -16.  -6.  -1.  25. -54.
  39. -25.  40.   0.   0. -10.   7.   3.   0.   0.   0.]"
424,Projector,[-3.  0.  3.]
425,Projector,[  1.  24.  37. -52.]
426,Projector,[]
427,Projector,[-34.  30. -19.  22. -28.  28. -18.]
428,Projector,"[-23.  11.   2.  -9.  10.   1. -22.   5.  13. -29.  10.   5.  39.   0.
 -10.]"
429,Projector,[]
430,Projector,[  6. -38.  37. -24.   0.  25.   0.]
431,Projector,"[  5.  -1.   2.   0.   1.  -1.   1.   0.   0.  -3.   2.   0.   0.   0.
   0.   0.   0.   1.  -2.   1.   1.   0. -55.  30.  21.   4.   0.  -1.
   0.   0.   0.   0.   0.   0.   1.   0.  -1.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   1.   0.  -1.   0.   1.  -1.   0.
   0.   1.  -1.   0.   1.   0.  -1.  -1.   1.   0.   1.  -1.   0.   0.
   0.   0.   0.   1.  -1.   0.   0.   0.   0.   0.   1.   0.  -1.   0.
   0.   0.   1.  -1.   0.   0.   1.  -1.   0.   0.   1.  -2.   1.   0.
   0.   1.  -1.   0.   0.   0.   0.   0.   1.  -1.   0.   0.   0.   0.
   0.   0.   1.  -1.]"
432,Projector,"[  3.  -1.   0.  -1.   2.   0.  -1.   1.  -1.   0.   0.   0.   1.   0.
  -1.   0.   0.   1.   0.  -1.   1.   0.   0.  -1.   0.   0.   1.  -1.
   1.   0.  -1.   0.   0.   1.   0.  -1.   1.  -1.   0.   0.   1.   0.
   0.   0.  -1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 -12.   9.   3.]"
433,Projector,[]
434,Projector,[]
435,Projector,"[  0. -10.   7.   3.  -2.   2. -30.  29.   1.  -3.   3.   0.   1.  -1.
   1.   0.  -1.   1.  -1.   1.  -1.  -4.   4.   1.   0.  -1.   1.   0.
  -1.   0.   0.   1.  -1.   0.   1.   0.  -3.   3.  -1.  -4.   1.   3.
   1.  -3.   0.   3.  -2.]"
436,Projector,[ 0.  0.  0. -2.]
437,Projector,[-1.]
438,Projector,[0.]
439,Projector,[0.]
440,Projector,"[ 4. 14.  0.  0.  1. -1. 11. -1.  0.  0.  2. -2.  0.  1.  0.  0. -1.  1.
 -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0. -1.  0.
  1. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  0.  1.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1. -1.  1.
  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  1.  0. -1.  1.  0.  0.  0.
  0.  0. -1.  1.  0.  0. -1.  1. -1.  0.  1.  0.  0.  0.]"
441,Projector,"[  0.   0.   0.   1.  -1.  -4.   4.   0.   0.   1.  -1.  -1.   2.  -1.
   0.   0.   0.   1.   0.   0.   0.  -1.   0.   0.   0.   0.   0.   0.
  -2.   1.   1.   1.  -1.   0.   1.  -1.   0.   0.  -1.   1.   0.   0.
   0.   0.   1.   0.  -1.   0.   0.   1.  -1.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0. -13.  13.   0.   1.  -1.   0.   0.   0.   0.
   1.   0.  -1.   0.   1.  -1.   0.  -2.   2.   0.   0.   0.   0.   0.
   1.  -1.   1.  -1.   0.   0.   0.  -2.   2.   0.   0.   0.   0.   0.
  -2.   3.  -1.   0.   0.   0.  -1.   1.   1.  -1.   0.  -1.   1.  -1.
   1.   0.   0.   0. -19.  19.   0.  -1.   1.   1.   0.  -1.   0.   0.
   0.   0.   0.   0.   0.   1.  -1.   0.   1.  -1.   0.   0.   0.   0.
   0.   0.   0. -19.  16.   3.   0.   0.   0.   0.   0.   0.   1.  -1.
   0.   0.   1.  -1.   0.  -3.   3.   0.   1.   0.  -1.   0.   1.   0.
  -2.   2.  -3.   2.   0.   0.  -2.   2.   0.   0.   1.  -2.   1.   0.
   0.   1. -12.  11.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.  -1.]"
442,Projector,"[ 0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  1. -4.  3.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  1. -1. -1.  2.  0. -1.  0. -1.  1.  0.
  0.  0.  1. -1.  0.  0.  0.  0.  0. -1.  0.  1.  0.  1. -2.  1.  0.  1.
 -1.  0.  0.  0.  0.  0.  0.  1. -1.  1. -1.  0.  0.  0.  1. -1.  0.  0.
  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -2.  1.  1.
 -1.  1. -1.  0.  0.  0.  0.  1. -1.  1. -1.  1. -1. -1.  1.  0.  1. -1.
  0.  0.  0.  0.  1. -1.  0.  0.  1. -1.  0.  1. -1.  0.  0.  0.  0.  0.
  0.  0.  1. -1.  1. -1.  1.  0. -1.  0.  0.  0.  0.]"
443,Projector,"[ 2. -1.  0.  1.  0. -1.  1.  0.  0.  0.  0.  0.  1. -2.  0.  1.  1.  0.
 -1.  0. -1.  0.  1.  0. -1.  0.  1.  0. -1.  0.  1.  1. -2.  0.  0.  1.
  0.  0. -1.  1. 10.]"
444,Projector,"[43.  7. -1.  0.  0. -1.  1.  0. -1.  0.  0.  0.  0.  1. -1.  0.  1. -1.
  1. -1.  1.  0.  0. -1.  0.  0.  1. -1.  1. -1.  1.  0.  0.  0. -1.  0.
  1. -1.  1.  0.  0.  0. -1.  1. -1.  1.  0. -1.  1.  0. -1.  0.  0.  1.
 -1.  0.  0.  1. -1.  2. -1.  0. -1.  0.  1.  0. -1.  1.  0.  0.  0. -1.
  1.  0.]"
445,Projector,"[ 33. -37.  37.  -1. -10.  -9.  12.   8.   0.   1.   1.  -1.   0.   0.
  -1.   0.   1.   0. -30.  30.   0.   0.   0.]"
446,Projector,[ 0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1. 20.]
447,Projector,[ 2. 12. 18. 18.]
448,Projector,"[ 31.  15.   5.  26.  -1.   0.   0.   0.   0.   0.  -1.   0.   0.   0.
   0.   1.  -1.   1.  -1.   0. -24.  24.   0.   1.  -1.   0.   0.   0.]"
449,Projector,[-2.  2.]
450,Projector,[ 6. -1.]
451,Projector,[ 0.  1. -1.]
452,Projector,[13. 11.  2.]
453,Projector,[-31. -12.  14.   5. -14.  28.   0.]
454,Projector,[5.]
455,Projector,[]
456,Projector,[]
457,Projector,"[-24. -46.   0.  40.   5.  17.   5. -25.  28.  -1. -11.  12.   0.   0.
   0.   1.   0.   0.   0.  -1.   1.  -1.   0.   1.]"
458,Projector,[-1.  0.  0.  0.  0.  0. -4. -7.  2.  4.  1.  4.  0.  0.  0. -1.  1.  0.]
459,Projector,"[-1.  0.  0.  0.  0.  1. -1. -1.  1. -1.  1.  0.  0.  0.  0. -2.  2.  0.
  1. -1.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.
 -1.  1.  0.]"
460,Projector,"[  0.   -1.    0.    0.    0.    0.    1.   -1.    0.    0.    1.    0.
   0.   -1.    0.    1.    0.    0.    0.    0.    0.    0.    0.    1.
   0.    0.   -1.    1.    0.    0.    0.    0.   -1.    0.    0.    1.
   0.    0.   -1.    0.    1.    0.    0.    0.    0.    0.   -1.    2.
  -1.    0.    0.    0.    0.    0.    0.    0.    1.   -1.    0.    0.
   0.    0.   -1.    0.    1.    0.   -1.    1.   -1.    0.    0.    0.
   0.    1.   -1.    0.    0.    1.    0.    0.    0.   -4.    3.    0.
   1.    0.   -1.    1.   -1.    1.   -1.    0.    0.    0.    0.    0.
   1.    0.    0.    0.    0.   -1.    1.   -1.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    1.    0.   -1.    1.   -1.
   0.    0.    1.   -1.    1.    0.    0.    0.   -5.    2.    3.   -1.
   0.  -24.   18.    6.    0.    0.    0.    0.    1.   -1.    1.   -3.
   3.   -1.    1.    0.   -1.    0.    0.    0.    0.    1.   -1.    0.
   1.   -1.    1.   -1.    1.   -1.    0.    0.    0.    1.    0.   -1.
   0.    1.   -1.    1.    0.    0.    0.   -1.    1.    0.   -1.    1.
  -1.    0.    1.   -1.    0.    0.    1.   -1.    1.   -1.    0.    0.
   0.    0.    0.5   0.    0.5  -1.    0.    0.    0.    0.    1.   -1.
   0.    0.    0.    1.    0.    0.    0.    0.    0.    0.   -1.    0.
   1.    0.    0.    0.    0.    0.    0.    0.    1.    0.   -1.    0.
   0.    0.    0.    0.    0.    1.    0.   -1.    0.   -1.    1.    0.
  -1.    1.    0.   -1.    0.    0.    1.    0.    0.   -1.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    1.    0.   -1.
   1.    0.   -1.    0.    0.    1.    0.    0.    0.    0.   -1.    1.
   0.    0.    0.    0.    0.   -1.    0.    1.   -1.    0.    1.   -1.
   1.   -1.    0.    0.    0.    1.    0.    0.    0.   -1.    0.    0. ]"
461,Projector,[ 6. 13.]
462,Projector,"[ 41.  17.   1.   1.  -1.  -1.   1.   0.  -1.   1.   0.   0.   0.   0.
  -3. -15. -50.   0.]"
