Unnamed: 0,appliance,footprint
314,Boiler,"[ 1.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  1. -1.  0.  0.
  1. -1.  1. -1.  1.  0. -1.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  1.
  0.  0. -1.  1.  0. -1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.
  1. -1.  0.  0.  1.  0. -1. -1.  1.  0. -1.  0.  1. -2.  1.  0. -1.  0.
  1. -1.  0.  1.  0.  0.  0.  1. -1.  1. -1.  1.  0.  1. -1.  0.  0.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  0.  0.  0.  1.  0.  0.  0.  0.
 -1.  1. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  0.  0.  1.  0. -1.  1.  0.  0.  1. -1.  0.  1. -1.  0. -1.  1.  0.  0.
  1. -1.  0.  1. -1.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  2. -2.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0. -1.  0.  0. -1.  1.  0.  1. -1.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -2. -4.  0. -1.
  0.  0.  1. -1.  1.  0. -1.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  1.  0.  0.  0.  0. 15. -1. -2. -1.  0.  0.  0.  0.  1.  0.  0.
  0.  1.  0. -1.  1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  1. -1.  1. -1.  1.  0.  0.
  1. -1.  0.  1. -1.  3. -2.  0. -1.  0.  1.  0. -1.  1. -1.  0.  0.  0.
  0.  0.  1. -1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  1.  0.  0. -1.  0.
  0.  1. -1.  1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  1. -1.  0.  0. -1.
  1.  1. -1.  1. -1.  0.  0. -1.  1.  0. -1.  0.  1. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  1.  0. -1.  1.  0. -1.  1.  0. -1.  1.  0. -1.  1. -1.
  1. -1.  0.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  0.  1.  0.
  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1. -2.  0.
  0.  1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  0.
  0. -1.  1.  0.  0.  1. -1.  1. -1.  0.  0.  1.  0. -1.  1.  0. -1.  1.
  0.  0.  0.  0.  1. -1.  1.  0. -1.  0.  0.  0. -1.  1.  0. -1.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.
  0.  0.  0. -1. -1.  1.  0.  0.  0.  0. -1.  1.  0.  0.  1. -1.  0.  0.
  0.  0.  0.  1. -1.  0.  0.  0.  1.  0. -1.  0.  0.  1.  0.  0.  0.  1.
 -1.  0.  1. -1.  0.  0.  0.  0.  1.  0.  0.  0. -1.  1. -1.  0.  0.  0.
  0. -1.  1.  1.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  1. -1.  0.  0.
  0.  0.  0.  0. -1.  0.  1.  0.  0. -1.  0.  0.  1. -1.  0.  1. -1.  1.
 -1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  0.  1.
  0. -1.  1.  0. -1.  1. -1.  1.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  1.
  0. -1.  1.  0. -1.  0.  0.  1. -1.  0.  1. -1.  1. -1.  0.  1. -1.  1.
 -1.  0.  0.  0.  0.  1.  0. -1.  0.  1.  0.  0.  0. -1.  0.  0.  1.  0.
 -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  1.  0.  0.  1.  0.  0.
 -1.  0.  1.  0.  0.  0.  0.  1. -1.  0.  1. -1.  1. -1.  0.  0.  0.  0.
  0.  0. -1.  0.  0.  1. -1.  1. -1.  1.  0.  0.  0.  0. -1.  1. -1.  1.
  0. -1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1. -1.  0.  1.  0.
  0. -1.  0.  1.  0. -1.  0.  0.  0.  1. -1.  0.  0.  0. -1.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0. -1.  0.  0.  1.  0.  0. -1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  1.  0.
  0. -1.  1.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0. -1.  0.  1. -1.  0.  0.  0.  0. -3.  0.  0.  1. -1.  0.  1.
  0. -1.  1. -1.  0.  0.  0.  1.  0.  0. -1.  0.  1.  0. -1.  0.  0.  0.
  1.  0.  0.  0.  0. -1.  1.  0. -1.  0.  1.  0. -1.  0.  1.  0.  0.  0.
  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0. -1.  0.  2. -2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  2.  1.  0.
  0.  0.  0.  1. -1. -1.  0.  1.  0.  0.  0.  0.  0.  1. -1.  1. -1.  0.
  0. -1.  1. -1.  1.  0.  0.  0. -1.  0.  1. -1.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0. -1.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -1.  1.  0. -1.  0.  1.]"
315,Boiler,[0. 1.]
316,Boiler,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.]"
317,Boiler,"[ 1.  0. -1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  1.
 -1.  0.  0.  0.  1.  1.  1. -1.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0. -1.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0.
  1. -1. -1.  1.  0.  0. -2.  1.  0.  0.  0.  1.  0.  0.  0.]"
318,Boiler,[]
319,Boiler,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.
  0.  1.  0. -1.  1. -1.  0.  0.  0.  0.  1.  0. -1.  0.  1. -1.  1. -1.
  0.  0.  0.  0. -1.  1.  0. -1.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  5.  1. -2.  1.  0.  0.  1.  0.  0.  0.  0.
  0.  1. -1.  1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  1. -1.  0.  1.
 -1.  1.  0. -1.  0.  1. -1.  1.  0.  0.  0. -1.  0.  1.  0. -1.  1.  0.
  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  1.  0.  0. -1.  1.  0. -1.  0.
  1. -1.  1.  0. -1.  1.  0. -1.  0.  1. -1.  1.  0.  0.  0. -1.  0.  1.
  0.  0. -1.  1. -1.  0.  1. -1.  1. -1.  1. -1.  1. -1.  0.  1.  0.  0.
  0. -1.  1.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  1.  0.  0.  0. -1. -1.  1.  0.  0.  0. -1.  0.  1.
  0.  1.  0.  0.  0. -2.  1.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0. -1.
  0.  1.  0.  0. -1.  0.  0.  0. -1.  0.  1.  0. -1.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0. -1.  1. -1.  1. -1.
  1. -1.  1.  0.  0.  1.  0.  0. -1.  1.  0.  0.  0. -1.  0.  0.  0. -1.
  1. -1. -1.  0.  0.  0.  1. -1.  1.  0.  0.  0. -1.  1.  2.  0.  0. -1.
  1. -1.  1. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  1.  0.  0.  0.  0.
  1. -1.  0. -1.  0.  1.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.
  1.  0.  1. -1.  0.  0.  0.  0. -1.  0.  0.  1. -1.  1.  0. -1.  0.  0.
  1. -1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1.  1.  0.  0.  0.
  0. -1.  1. -1.  0.  1.  0.  1. -1.  0.  0.  1.  0. -1.  1.  0.  0. -1.
  0. -1.  1.  1. -1.  0.  0.  0.  0.  1. -1.  1.  0.  0.  0. -1.  1.  0.
 -1.  0.  0.  0.  1.  0.  0. -1.  1.  0.  0. -1.  0.  1.  0. -1.  1. -1.
  1.  0.  0. -1.  1.  0. -1.  0.  0.  0. -1.  1.  1.  0. -1.  1.  0.  0.
  0. -1.  1. -1.  1.]"
320,Boiler,"[-1.  1.  0. -1.  1.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1. -2.  1. -1.  1.  0.  0.  0.  0.  0.
 -1.  1. -1.  0.  0.  1. -1. -1.  0.  0.  0.  1. -1.  1.  1. -1.  0.  0.
  0.  1.  0.  1.  0. -1.  1. -1.  1. -1. -1.  1.  0.  0.  0.  0. -1.  0.
  0. -1.  1.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0.
  0.  0.  0. -1.  1. -1.  1. -1.  0. -1.  0.  1.  0.  0.  1. -1.  0.  0.
  0.  1.  0.  0.  0. -1.  1. -2.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0. -1.  0.  0.  0.  1.  0. -1.  1. -1.  0.  1.  0. -1.  0.  1.
 -1.  1. -1.  0.  0.  0.  0.  1.  0.  0.  0. -1.  0.  0.  0.  1. -1.  1.
  0. -1.  1.  1.  0. -1.  0.  1.  0.  0.  0. -1.  0. -1.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  2. -1.  1. -1.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0.  1.  0.  1.  0.
 -1.  0.  0. -1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0. -1.  0.  0.
  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  1.  0.
 -1.  1.  0.  0. -1.  1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0. -1.  1.  0. -1.  1. -1.  0.  1. -1.  0.  1.  0. -1.  0. -1.  0.
  0.  0. -1.  1.  0.  0. -1. -1.  0.  0.  0.  0.  0.  0.  1. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1.  1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  1. -1.  0.  0.
  0.  0.  0.  0.  0.  1. -1.  0.  0.  0. -1. -2. -4.  0.  0.  1. -1.  0.
 -1.  1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  1. -1.  1. -1.  1. -2.  0.
  1. -1.  0.  0. 12. -1. -3. -1.  1.  0.  0. -1.  1.  0. -1.  0.  0.  0.
  0.  1.  1. -1.  1. -1.  0.  0.  1.  0.  0.  0.  0.  0. -1.  1.  1.  0.
  0.  0.  0.  0.  0. -1.  1. -1.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  1. -3.
 -4.  0. -1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.
  0.  0.  0.  1.  0.  0.  5.  0.  2. -2.  9.  7. -6. -3.  0.  1.  0.  0.
  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0.  1. -1.  0.  0.  0.  2. -2.
  0.  0.  0.  0.  0.  0.  1. -1.  0.  1. -1.  0.  0.  0.  0.  0.  1.  0.
 -1.  1.  1.  0.  0.  0.  0. -1.  1.  0. -2.  1.  0.  0.  1. -1.  1.  0.
  0.  0. -2.  0.  1. -1.  0.  1.  0.  0. -1.  0.  0.  0.  0.  0.  1.  0.
  0.  1. -1.  1. -2.  1.  2. -1.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.
  0.  0. -1.  0.  1.  1. -1.  0.  1. -1.  0.  0. -1. -1.  1.  0. -1.  0.
  0. -1.  0.  1. -1.  0.  0. -1.  2.  0.  1. -1.  1.  0.  0.  0.  0.  0.
 -2.  1. -1.  0.  0.  0.  0.  0.  1.  0. -1.  0.  2.  0.  0. -1.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.]"
321,Boiler,"[ 1.  0. -1.  1. -1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.
  0. -1. 15. -5. -2. -1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  0.
  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  1.  0. -1.  0.  0.
  0.  1. -3. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  1.  0.  0.
 -1.  0.  1.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0.
  1. -1.  0.  0.  0.  1. -2. -1. -5.  0.  0.  1. -1.  1.  0.  0.  0.  1.
 -1.  0.  1.  2.  0.  0.  0.  0.  1. -1.  1. -1.  0.  1. -1.  1. -1.  0.
 13.  2. -7. -2.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  4.  2.
 -1. -1.  1.  2. -1.  0.  1.  0.  0.  1. -1.  1.  0.  0.  0. -1.  1. -1.
  1.  0. -1.  0.  0.  1. -1.  1.  0.  0.  0.  1. -1.  0.  0.  0.  1. -1.
  0.  0. -1.  1.  0.  0. -1.  0.  0.  0.  1.  0.  0.  0. -1.  1.  0.  0.
  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0. -1.  2.
 -1.  1. -1.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  0.  1.  0. -1.  0.
  1.  0.  0. -1.  0.  1.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0. -1.
  1. -1.  0.  0.  0.  0.  0.  0.  1.  0.  0. -1.  1. -1.  0.  0.  1. -1.
  0.  1. -1.  1.  0.  0. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0. -1.  0.  1. -1.  0.  0. -1.  0.  1.  0.  0.  0.  1. -1.  0.
  1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0. -1.  0.  0.  0.  0.  1. -1.
  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  1.  0.  0.
  0.  1. -1.  1. -1.  0.  0.  1.]"
322,Boiler,"[ 0.  0. -1.  1.  0.  0.  0. -1.  0.  0.  0. -1.  2. -2.  3.  1.  0. -1.
  0.  0. -1.  1.  1. -1.  1.  1. -1.  0.  0.  0. -1.  0.  1. -1.  1. -1.
  0.  1. -1.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  1.  0. -1.  1.
  0.  0.  0.]"
323,Boiler,"[-1.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  1. -1.  0.  0.  0.  0.
  1.  0.]"
324,Boiler,"[ 0.  0.  0. -1.  0.  0.  1. -1.  1.  0. -1.  1.  0. -1.  1. -1.  1. -1.
  0.  1.  0. 11. -1. -3. -2.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0. -1.  0.  0.  1.  0. -1.  1.
  0.  0. -1.  1.  0. -1.  1. -1.  0.  1.  0.  0. -1.  1.  0.  0. -1.  0.
  1. -1.  1.  0.  0. -1.  1.  0. -1.  0.  0. -2. -1. -4.  0.  1.  0.  0.
  0.  0. -1.  0. -1.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0. -1.  1.  0.  1. -1.  1. -1.  1.  0. -1.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  1. -2.  1.  0.  0.  0. -1.  1. -1.  1. -1.  0.  0.  1. -1.
  1. -1.  0.  1. -1.  0.  0.  1.  0.  1.  0.]"
325,Boiler,[0. 0. 0. ... 0. 0. 0.]
326,Boiler,"[ 0.  0.  0.  0.  0.  0. -1.  1.  0.  1.  0.  0. -1.  0.  1. -1.  0.  0.
  1. -2.  1.  0. -1.  1.  0.  0.  0.  1.]"
327,Boiler,"[ 1. -1.  0.  1.  0. -1.  0.  0.  1. -1.  0.  1.  0.  0. -1.  0.  0.  0.
  0.  0.  1. -1.  0.  0.  0.  0. -1.  1.  0.  0.  1. -1.  0.  0.  0. -1.
  0.  0.  0.  0.  0.  1.]"
328,Boiler,"[ 0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  1.  0.
  0.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
329,Boiler,"[-5. -4.  0.  0.  0.  1. -1.  0.  0.  0.  1. -1.  1. -1.  0.  0.  0.  1.
  0. -1. -1.  0.  1. -1.  1. -1.  1.  0.  0. -1.  0.  0.  0.  0. -1.  0.
  1.  0.  0.  0.  0.  0. -1.  1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  1. -1.  0.  0.
  1.  0.  0. -1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -1.  1.  0.
 -1.  1.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.
 -1.  1.  0.  0.  1. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.
  0. -1.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.  1.  0. -1.  1. -1.
  1. -1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.
 -1.  0.  1. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  1.
  0.  0.  0.  0.  0. -1.  1.  0.  0. -1.  1. -1. -1.  1.  0. -1.  0.  0.
  0.  1.  0.  0.  0.  1.  0.  0. -1.  0.  1. -1.  0.  0.  0.  0.  1.  0.
 -1.  1.  0. -2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.]"
330,Boiler,[ 0.  1.  1. -1.  0.  0.  0.  0.  0.  0.  1.  0. -1.  1.]
331,Boiler,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.
  0.  0.  0.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.]"
332,Boiler,[ 0.  1.  0.  0.  1. -1.]
437,Washing machine,[]
438,Washing machine,[]
439,Washing machine,[]
440,Washing machine,[44.]
441,Washing machine,[]
442,Washing machine,"[  31. -185.  166.   16. -180.   33.  152. -199.   14.  175. -162.  -22.
  163. -142.  -36.  169. -142.  -29.  184.    9. -196.  178.   49. -196.
  223.  -36. -162.  149.    7. -186.  236.  -93. -129.    2.  146. -175.
   10.  150. -182.    2.  193. -162.   -6.  166. -157.  -18.  166.   22.
 -170.  225.  -30. -203.  209.  -58. -152.  231.  -72. -164.  180.  -28.
 -135.    0.  156. -159.  -22.  216. -190.    2.  138. -163.    0.  196.
 -193.   21.  169.   13. -188.  150.   20. -182.  239.  -26. -206.  185.
    5. -193.  227.  -47. -198.    6.  175. -164.    1.  153. -148.   -4.
  158. -156.    7.  143. -191.    9.  161.   29. -202.  164.   28. -190.
  238.   -3. -213.  203.  -27. -191.  189.    0. -176.  245.  -83. -151.
  -14.  160. -166.    0.  213. -216.   19.  135. -149.   -5.  168. -154.
   10.  131.   29. -162.  216.  -33. -190.  158.   20. -178.  208.  -51.
 -157.  162.   14. -181.   39.  130. -172.   -5.  173. -147.    9.  164.
 -188.  -16.  182. -139.  273. -129. -151.  131.   20. -125.  129.  -12.
  -32.   25. -176.  175.   -7.   36.  -28. -178.  238.  -55. -185.    0.
  222. -203.  226.  -70. -170.  153.   34.  -47.   38.  -69.]"
443,Washing machine,[]
444,Washing machine,[]
445,Washing machine,[ 26. -26.]
446,Washing machine,[-12.  17.]
447,Washing machine,[]
448,Washing machine,[-27.  33.]
449,Washing machine,[]
450,Washing machine,[]
451,Washing machine,[]
452,Washing machine,[-1.  0.  0.]
453,Washing machine,[19.]
454,Washing machine,[]
455,Washing machine,[-22.   5.]
456,Washing machine,[]
457,Washing machine,[]
458,Washing machine,[-8. 25.]
459,Washing machine,[]
460,Washing machine,[]
461,Washing machine,[]
462,Washing machine,[1. 0.]
463,Washing machine,[0.]
464,Washing machine,[-2. -6.  2. -2.  6. -8. -3. -1.  1. -2.]
465,Washing machine,[]
466,Washing machine,[]
467,Washing machine,[]
468,Washing machine,[ 23. -11.  13.]
469,Washing machine,[-31.  30.]
470,Washing machine,[27.]
471,Washing machine,[11.  7.]
472,Washing machine,[]
473,Washing machine,[]
474,Washing machine,[1. 0. 0.]
475,Washing machine,[ 0.  0.  1. -2.  1.  0.  0.  0.  1.]
476,Washing machine,[]
477,Washing machine,[-7.]
478,Washing machine,[ 4. 13.]
479,Washing machine,[18. 31.]
480,Washing machine,[39. 14.]
481,Washing machine,[37.]
482,Washing machine,[]
483,Washing machine,[42.]
484,Washing machine,[-25.  23. -12.  44. -39. -17.   5.]
485,Washing machine,[37.  2.]
486,Washing machine,[]
487,Washing machine,[1. 1. 0. 3. 3.]
488,Washing machine,[-1.]
489,Washing machine,[-1.  1.  5.]
490,Washing machine,[]
491,Washing machine,[]
492,Washing machine,[]
493,Washing machine,[ 0.  0. -1.]
494,Washing machine,[]
495,Washing machine,[-3. -4.]
496,Washing machine,[0. 0.]
497,Washing machine,"[  46.  -44.   13.    9.  -19.   -1.  272. -279.   -3.  220. -200.  -11.
  219. -204.    9.  223. -240.    8.  290. -310.    2.  254. -258.    0.
  312. -304.   -2.  174. -176.    5.  161. -159.  -17.  302. -118. -154.
   -6.  271.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.   51.    0. -361.    0.  -23.
   19.    0.  -22.   15.  106. -124.   19.   85.    0.  -73.   33.    0.
    0.  157.  104.    0.    0.    0.]"
498,Washing machine,[4. 5. 0. 6.]
499,Washing machine,[16.5 -1.5 -2. ]
500,Washing machine,"[ 6.  8.  0. -4.  0.  3.  0.  0.  0.  0. -3.  4. -3.  1.  0. -4.  5. -1.
  0.  0. -4.  0.  0.  0.  0.  0.  0.  0.  0.  4.  0.  0. -2.  0. -1.  2.
  2.  0. -5.  1.  0.  6.  0. -6.  0.  4.  0.  0. -3. -1.]"
